Uhrzeit,Datum,Tagesabschnitt,Protokollnummer,Ort,Gruppe,Temperatur,Bedeckung,Wind,Schneelage,Sonneneinstrahlung,Kohlmeise_number,Kohlmeise_scan,Blaumeise_number,Blaumeise_scan,Sumpfmeise_number,Sumpfmeise_scan,Tannenmeise_number,Tannenmeise_scan,Haubenmeise_number,Haubenmeise_scan,Gimpel_number,Gimpel_scan,Goldammer_number,Goldammer_scan,Erlenzeisig_number,Erlenzeisig_scan,Haussperling_number,Haussperling_scan,Kleiber_number,Kleiber_scan,Amsel_number,Amsel_scan,Rotkehlchen_number,Rotkehlchen_scan,Stieglitz_number,Stieglitz_scan,Buchfink_number,Buchfink_scan,Zaunkönig_number,Zaunkönig_scan,Buntspecht_number,Buntspecht_scan,Bergfink_number,Bergfink_scan,Grünfink_number,Grünfink_scan,Bachstelze_number,Bachstelze_scan,Kommentar,All_Individuen_number,All_Individuen_scan
12:45,09.02.2023,Mittag,,See,2,-3,klar,windstill,liegt,ja,12,0,45,2,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,77,2
12:45,10.02.2023,Mittag,,See,1,1,klar,windstill,liegt,ja,14,0,42,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,62,0
12:45,11.02.2023,Mittag,4.13,See,4,5,stark_bewölkt,windstill,liegt,nein,41,0,40,0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,4,0,0,0,0,0,,108,3
12:45,13.02.2023,Mittag,,See,1,4.5,klar,windstill,liegt,ja,6,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,24,0
14:55,07.02.2023,Nachmittag,4.2,See,4,3,leicht_bewölkt,windstill,liegt,ja,25,0,30,2,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,78,2
14:55,08.02.2023,Nachmittag,,See,3,2,klar,windstill,liegt,ja,29,0,17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,49,1
14:55,09.02.2023,Nachmittag,,See,2,3,klar,windstill,liegt,ja,29,2,34,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,67,5
14:55,10.02.2023,Nachmittag,,See,1,4,klar,windstill,liegt,ja,13,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,46,0
14:55,11.02.2023,Nachmittag,4.14,See,4,8,stark_bewölkt,windstill,liegt,nein,15,0,21,0,13,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,8,0,0,0,0,0,,81,3
14:55,13.02.2023,Nachmittag,,See,1,6,klar,leicht,liegt,ja,7,0,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,18,2
15:05,07.02.2023,Nachmittag,4.2,See,4,3,leicht_bewölkt,windstill,liegt,ja,21,0,21,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45,2
15:05,08.02.2023,Nachmittag,,See,3,2,klar,windstill,liegt,ja,21,0,45,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,82,0
15:05,09.02.2023,Nachmittag,,See,2,3,klar,windstill,liegt,ja,15,1,30,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,1
15:05,10.02.2023,Nachmittag,,See,1,4,klar,windstill,liegt,ja,15,0,60,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,80,0
15:05,11.02.2023,Nachmittag,4.14,See,4,8,stark_bewölkt,windstill,liegt,nein,38,0,27,1,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,,84,1
15:05,13.02.2023,Nachmittag,,See,1,6,klar,leicht,liegt,ja,10,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,36,1
15:10,17.02.2023,Nachmittag,5.2,See,5,13,stark_bewölkt,leicht,liegt,nein,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,1
15:10,18.02.2023,Nachmittag,7.2,See,7,16,klar,windstill,liegt,ja,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,Interaktionen 1,24,3
15:10,20.02.2023,Nachmittag,8.8,See,8,17,leicht_bewölkt,windstill,liegt_nicht,Ja,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,0
15:10,21.02.2023,Nachmittag,6.11,See,6,11,Klar,Leichter Wind,Liegt_nicht,Ja,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
15:10,22.02.2023,Nachmittag,5.14,See,5,12,klar,leicht,liegt_nicht,ja,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,2,1
15:10,23.02.2023,Nachmittag,7.6,See,7,13,stark_bewölkt,windstill,liegt_nicht,nein,24,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Interaktikon 7,32,0
15:15,07.02.2023,Nachmittag,4.2,See,4,3,leicht_bewölkt,windstill,liegt,ja,13,0,4,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,39,0
15:15,08.02.2023,Nachmittag,,See,3,2,klar,windstill,liegt,ja,33,0,71,1,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,126,1
15:15,09.02.2023,Nachmittag,,See,2,3,klar,windstill,liegt,ja,21,1,34,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,59,2
15:15,10.02.2023,Nachmittag,,See,1,4,klar,windstill,liegt,ja,26,1,58,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,90,2
15:15,11.02.2023,Nachmittag,4.14,See,4,8,stark_bewölkt,windstill,liegt,nein,39,2,65,1,7,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,117,5
15:15,13.02.2023,Nachmittag,,See,1,6,klar,leicht,liegt,ja,9,0,27,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,47,0
15:20,17.02.2023,Nachmittag,5.2,See,5,13,stark_bewölkt,leicht,liegt,nein,18,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21,1
15:20,18.02.2023,Nachmittag,7.2,See,7,16,klar,windstill,liegt,ja,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:20,20.02.2023,Nachmittag,8.8,See,8,17,leicht_bewölkt,windstill,liegt_nicht,Ja,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,0
15:20,21.02.2023,Nachmittag,6.11,See,6,11,Klar,Leichter Wind,Liegt_nicht,Ja,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,0
15:20,22.02.2023,Nachmittag,5.14,See,5,12,klar,leicht,liegt_nicht,ja,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,0
15:20,23.02.2023,Nachmittag,7.6,See,7,13,stark_bewölkt,windstill,liegt_nicht,nein,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3
15:25,07.02.2023,Nachmittag,4.2,See,4,3,leicht_bewölkt,windstill,liegt,ja,17,0,15,1,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,43,1
15:25,08.02.2023,Nachmittag,,See,3,2,klar,windstill,liegt,ja,40,1,33,1,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,87,3
15:25,09.02.2023,Nachmittag,,See,2,3,klar,windstill,liegt,ja,45,0,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,96,0
15:25,10.02.2023,Nachmittag,,See,1,4,klar,windstill,liegt,ja,26,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,61,0
15:25,11.02.2023,Nachmittag,4.14,See,4,8,stark_bewölkt,windstill,liegt,nein,38,1,20,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,66,5
15:25,13.02.2023,Nachmittag,,See,1,6,klar,leicht,liegt,ja,6,0,31,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,41,0
15:30,17.02.2023,Nachmittag,5.2,See,5,13,stark_bewölkt,leicht,liegt,nein,54,0,27,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,93,0
15:30,18.02.2023,Nachmittag,7.2,See,7,16,klar,windstill,liegt,ja,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
15:30,20.02.2023,Nachmittag,8.8,See,8,17,leicht_bewölkt,windstill,liegt_nicht,Ja,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0
15:30,21.02.2023,Nachmittag,6.11,See,6,11,Klar,Leichter Wind,Liegt_nicht,Ja,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,0
15:30,22.02.2023,Nachmittag,5.14,See,5,12,klar,leicht,liegt_nicht,ja,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,0
15:30,23.02.2023,Nachmittag,7.6,See,7,13,stark_bewölkt,windstill,liegt_nicht,nein,18,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,34,2
15:35,07.02.2023,Nachmittag,4.2,See,4,3,leicht_bewölkt,windstill,liegt,ja,29,2,20,1,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,62,3
15:35,08.02.2023,Nachmittag,,See,3,2,klar,windstill,liegt,ja,32,0,33,0,10,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,91,1
15:35,09.02.2023,Nachmittag,,See,2,3,klar,windstill,liegt,ja,36,4,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,75,7
15:35,10.02.2023,Nachmittag,,See,1,4,klar,windstill,liegt,ja,19,1,24,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,49,1
15:35,11.02.2023,Nachmittag,4.14,See,4,8,stark_bewölkt,windstill,liegt,nein,29,0,66,1,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,,120,1
15:35,13.02.2023,Nachmittag,,See,1,6,klar,leicht,liegt,ja,8,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,0
15:40,17.02.2023,Nachmittag,5.2,See,5,13,stark_bewölkt,leicht,liegt,nein,48,0,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,,79,2
15:40,18.02.2023,Nachmittag,7.2,See,7,16,klar,windstill,liegt,ja,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
15:40,20.02.2023,Nachmittag,8.8,See,8,17,leicht_bewölkt,windstill,liegt_nicht,Ja,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Störung_15:38,0,0
15:40,21.02.2023,Nachmittag,6.11,See,6,11,Klar,Leichter Wind,Liegt_nicht,Ja,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,0
15:40,22.02.2023,Nachmittag,5.14,See,5,12,klar,leicht,liegt_nicht,ja,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0
15:40,23.02.2023,Nachmittag,7.6,See,7,13,stark_bewölkt,windstill,liegt_nicht,nein,20,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1
15:45,07.02.2023,Nachmittag,4.2,See,4,3,leicht_bewölkt,windstill,liegt,ja,13,1,15,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,41,4
15:45,08.02.2023,Nachmittag,,See,3,2,klar,windstill,liegt,ja,31,1,34,2,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,74,3
15:45,09.02.2023,Nachmittag,,See,2,3,klar,windstill,liegt,ja,37,0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,97,1
15:45,10.02.2023,Nachmittag,,See,1,4,klar,windstill,liegt,ja,10,1,36,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,1
15:45,11.02.2023,Nachmittag,4.14,See,4,8,stark_bewölkt,windstill,liegt,nein,40,2,84,0,10,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,,144,3
15:45,13.02.2023,Nachmittag,,See,1,6,klar,leicht,liegt,ja,8,0,26,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,39,2
15:50,17.02.2023,Nachmittag,5.2,See,5,13,stark_bewölkt,leicht,liegt,nein,41,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,,62,3
15:50,18.02.2023,Nachmittag,7.2,See,7,16,klar,windstill,liegt,ja,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
15:50,20.02.2023,Nachmittag,8.8,See,8,17,leicht_bewölkt,windstill,liegt_nicht,Ja,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Störung_bis_15:44,6,0
15:50,21.02.2023,Nachmittag,6.11,See,6,11,Klar,Leichter Wind,Liegt_nicht,Ja,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
15:50,22.02.2023,Nachmittag,5.14,See,5,12,klar,leicht,liegt_nicht,ja,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0
15:50,23.02.2023,Nachmittag,7.6,See,7,13,stark_bewölkt,windstill,liegt_nicht,nein,10,0,1,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3
15:55,07.02.2023,Nachmittag,4.2,See,4,3,leicht_bewölkt,windstill,liegt,ja,15,0,15,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,34,0
15:55,08.02.2023,Nachmittag,,See,3,2,klar,windstill,liegt,ja,46,0,77,1,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,137,1
15:55,09.02.2023,Nachmittag,,See,2,3,klar,windstill,liegt,ja,34,1,50,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,89,3
15:55,10.02.2023,Nachmittag,,See,1,4,klar,windstill,liegt,ja,13,0,30,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,46,1
15:55,11.02.2023,Nachmittag,4.14,See,4,8,stark_bewölkt,windstill,liegt,nein,30,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,54,0
15:55,13.02.2023,Nachmittag,,See,1,6,klar,leicht,liegt,ja,8,0,19,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,32,3
16:00,17.02.2023,Nachmittag,5.2,See,5,13,stark_bewölkt,leicht,liegt,nein,18,0,19,1,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,,53,2
16:00,18.02.2023,Nachmittag,7.2,See,7,16,klar,windstill,liegt,ja,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
16:00,20.02.2023,Nachmittag,8.8,See,8,17,leicht_bewölkt,windstill,liegt_nicht,Ja,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0
16:00,21.02.2023,Nachmittag,6.11,See,6,11,Klar,Leichter Wind,Liegt_nicht,Ja,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,0
16:00,22.02.2023,Nachmittag,5.14,See,5,12,klar,leicht,liegt_nicht,ja,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
16:00,23.02.2023,Nachmittag,7.6,See,7,13,stark_bewölkt,windstill,liegt_nicht,nein,9,1,10,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,1
16:05,07.02.2023,Nachmittag,4.2,See,4,3,leicht_bewölkt,windstill,liegt,ja,31,0,39,3,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,86,3
16:05,08.02.2023,Nachmittag,,See,3,2,klar,windstill,liegt,ja,40,2,43,1,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,94,3
16:05,09.02.2023,Nachmittag,,See,2,3,klar,windstill,liegt,ja,67,0,59,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,131,3
16:05,10.02.2023,Nachmittag,,See,1,4,klar,windstill,liegt,ja,16,0,39,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,,66,1
16:05,11.02.2023,Nachmittag,4.14,See,4,8,stark_bewölkt,windstill,liegt,nein,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,0
16:05,13.02.2023,Nachmittag,,See,1,6,klar,leicht,liegt,ja,6,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,24,0
16:10,17.02.2023,Nachmittag,5.2,See,5,13,stark_bewölkt,leicht,liegt,nein,24,0,15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,41,0
16:10,18.02.2023,Nachmittag,7.2,See,7,16,klar,windstill,liegt,ja,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
16:10,20.02.2023,Nachmittag,8.8,See,8,17,leicht_bewölkt,windstill,liegt_nicht,Ja,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
16:10,21.02.2023,Nachmittag,6.11,See,6,11,Klar,Leichter Wind,Liegt_nicht,Ja,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,0
16:10,22.02.2023,Nachmittag,5.14,See,5,12,klar,leicht,liegt_nicht,ja,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,0
16:10,23.02.2023,Nachmittag,7.6,See,7,13,stark_bewölkt,windstill,liegt_nicht,nein,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
16:15,07.02.2023,Nachmittag,4.2,See,4,3,leicht_bewölkt,windstill,liegt,ja,48,0,55,3,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,118,3
16:15,08.02.2023,Nachmittag,,See,3,2,klar,windstill,liegt,ja,56,2,44,2,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,113,4
16:15,09.02.2023,Nachmittag,,See,2,3,klar,windstill,liegt,ja,33,1,67,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,106,2
16:15,10.02.2023,Nachmittag,,See,1,4,klar,windstill,liegt,ja,20,2,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,39,2
16:15,11.02.2023,Nachmittag,4.14,See,4,8,stark_bewölkt,windstill,liegt,nein,15,0,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,41,0
16:15,13.02.2023,Nachmittag,,See,1,6,klar,leicht,liegt,ja,17,0,28,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,,54,3
16:20,17.02.2023,Nachmittag,5.2,See,5,13,stark_bewölkt,leicht,liegt,nein,32,1,15,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,51,2
16:20,18.02.2023,Nachmittag,7.2,See,7,16,klar,windstill,liegt,ja,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
16:20,20.02.2023,Nachmittag,8.8,See,8,17,leicht_bewölkt,windstill,liegt_nicht,Ja,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,0
16:20,21.02.2023,Nachmittag,6.11,See,6,11,Klar,Leichter Wind,Liegt_nicht,Ja,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21,0
16:20,22.02.2023,Nachmittag,5.14,See,5,12,klar,leicht,liegt_nicht,ja,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0
16:20,23.02.2023,Nachmittag,7.6,See,7,13,stark_bewölkt,windstill,liegt_nicht,nein,10,0,4,0,2,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,29,0
